Rk,Player,Tm,Pos,From,To,Active,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,S,S%,TOI,G,A,PTS,S,OPS,DPS,PS
470,John McFarland\mcfarjo01,FLA,LW,2015,2016,1,3,0,0,0,-1,0,0,0,0,0,2,0.0,30,0.00,0.00,0.00,0.67,-0.1,0.0,-0.1
471,Evan McEneny\mceneev01,VAN,D,2016,2017,1,1,0,0,0,-1,0,0,0,0,0,1,0.0,15,0.00,0.00,0.00,1.00,0.0,0.0,-0.1
472,Colin McDonald\mcdonco01,PHI,RW/C,2015,2017,2,8,2,0,2,1,7,2,0,0,0,9,22.2,68,0.25,0.00,0.25,1.13,0.3,0.1,0.4
473,Ryan McDonagh\mcdonry01,NYR,D,2015,2018,3,167,15,72,87,50,71,11,3,1,1,293,5.1,3901,0.09,0.43,0.52,1.75,6.5,10.9,17.4
474,Connor McDavid\mcdavco01,EDM,C,2015,2018,3,142,52,114,166,31,50,45,6,1,13,406,12.8,2916,0.37,0.80,1.17,2.86,16.0,4.7,20.7
475,Ian McCoshen\mccosia01,FLA,D,2016,2018,2,16,2,1,3,-5,12,2,0,0,0,12,16.7,255,0.13,0.06,0.19,0.75,0.2,-0.1,0.1
476,Max McCormick\mccorma01,OTT,LW/RW,2015,2018,3,30,2,2,4,-8,51,2,0,0,0,46,4.3,273,0.07,0.07,0.13,1.53,-0.1,-0.1,-0.2
477,Jay McClement\mccleja01,CAR,C,2015,2017,2,142,8,11,19,-25,42,6,0,2,1,101,7.9,1633,0.06,0.08,0.13,0.71,-1.6,1.1,-0.4
478,John McCarthy\mccarjo01,SJS,LW,2015,2016,1,1,0,0,0,0,0,0,0,0,0,0,,7,0.00,0.00,0.00,0.00,0.0,0.0,0.0
479,Michael McCarron\mccarmi01,MTL,RW,2015,2018,3,59,2,5,7,-14,88,2,0,0,0,76,2.6,604,0.03,0.08,0.12,1.29,-0.7,0.1,-0.6
480,Jared McCann\mccanja01,TOT,C,2015,2018,3,106,12,18,30,-5,36,10,2,0,2,167,7.2,1297,0.11,0.17,0.28,1.58,1.0,1.4,2.4
481,Jake McCabe\mccabja01,BUF,D,2015,2018,3,168,7,30,37,-4,84,6,1,0,1,154,4.5,3329,0.04,0.18,0.22,0.92,0.8,8.1,8.9
482,Jamie McBain\mcbaija02,TOT,D,2015,2017,2,47,2,7,9,1,6,1,1,0,0,35,5.7,588,0.04,0.15,0.19,0.74,0.5,1.4,1.9
483,Charlie McAvoy\mcavoch01,BOS,D,2017,2018,1,14,1,7,8,-3,12,1,0,0,0,19,5.3,322,0.07,0.50,0.57,1.36,0.5,0.6,1.1
484,Scott Mayfield\mayfisc01,NYI,D,2015,2018,3,41,5,9,14,-3,63,5,0,0,0,57,8.8,624,0.12,0.22,0.34,1.39,1.3,0.8,2.0
485,Shawn Matthias\matthsh01,TOT,C/LW,2015,2018,3,130,20,22,42,-18,43,19,0,1,3,166,12.0,1746,0.15,0.17,0.32,1.28,2.0,1.1,3.1
486,Auston Matthews\matthau01,TOR,C,2016,2018,2,98,50,38,88,16,16,41,9,0,10,332,15.1,1740,0.51,0.39,0.90,3.39,10.4,2.2,12.6
487,Stefan Matteau\mattest02,TOT,LW,2015,2016,1,32,1,1,2,-13,17,1,0,0,0,27,3.7,329,0.03,0.03,0.06,0.84,-0.6,-0.1,-0.7
488,Michael Matheson\mathemi01,FLA,D,2015,2018,3,97,7,11,18,-10,48,7,0,0,0,201,3.5,2001,0.07,0.11,0.19,2.07,0.3,3.8,4.1
489,Brandon Mashinter\mashibr01,CHI,LW,2015,2016,1,41,4,1,5,-7,23,4,0,0,0,25,16.0,307,0.10,0.02,0.12,0.61,0.2,0.0,0.2
490,Andreas Martinsen\martian01,TOT,LW,2015,2017,2,119,7,11,18,-18,79,7,0,0,1,125,5.6,1247,0.06,0.09,0.15,1.05,-0.7,0.8,0.1
491,Jordan Martinook\martijo01,ARI,LW,2015,2018,3,175,21,31,52,-26,68,18,1,2,4,241,8.7,2665,0.12,0.18,0.30,1.38,0.7,2.0,2.7
492,Alec Martinez\martial01,LAK,D,2015,2018,3,173,21,53,74,0,68,13,7,1,7,292,7.2,3751,0.12,0.31,0.43,1.69,5.8,9.5,15.4
493,Paul Martin\martipa01,SJS,D,2015,2018,3,161,7,39,46,21,42,6,1,0,1,107,6.5,3202,0.04,0.24,0.29,0.66,1.8,9.0,10.9
494,Matt Martin\martima02,TOT,LW,2015,2018,3,178,16,18,34,2,256,16,0,0,1,164,9.8,1708,0.09,0.10,0.19,0.92,0.8,1.8,2.6
495,Patrick Maroon\maroopa01,TOT,LW,2015,2018,3,168,43,36,79,7,193,35,8,0,6,312,13.8,2528,0.26,0.21,0.47,1.86,6.4,3.3,9.8
496,Mitch Marner\marnemi01,TOR,C,2016,2018,2,94,20,50,70,-8,38,15,5,0,5,204,9.8,1552,0.21,0.53,0.74,2.17,5.7,1.1,6.8
497,Patrick Marleau\marlepa01,TOT,LW,2015,2018,3,181,58,47,105,-19,40,39,18,1,13,451,12.9,3252,0.32,0.26,0.58,2.49,8.8,3.0,11.8
498,Andrei Markov\markoan01,MTL,D,2015,2017,2,144,11,69,80,12,54,6,5,0,1,215,5.1,3308,0.08,0.48,0.56,1.49,6.0,8.3,14.2
499,Martin Marincin\marinma01,TOR,D,2015,2017,2,90,2,12,14,0,50,2,0,0,0,77,2.6,1541,0.02,0.13,0.16,0.86,-0.1,3.3,3.2
500,Jon Marchessault\audymjo01,TOT,C,2015,2018,3,132,41,38,79,-32,65,28,13,0,7,316,13.0,2020,0.31,0.29,0.60,2.39,7.6,1.2,8.8
501,Alexey Marchenko\marchal01,TOT,D,2015,2017,2,107,3,16,19,2,22,3,0,0,0,76,3.9,1806,0.03,0.15,0.18,0.71,0.2,4.4,4.6
502,Brad Marchand\marchbr03,BOS,LW,2015,2018,3,169,84,76,160,44,177,59,17,8,15,504,16.7,3244,0.50,0.45,0.95,2.98,18.3,5.7,24.0
503,Anthony Mantha\manthan01,DET,RW,2015,2018,3,87,27,28,55,3,65,21,6,0,4,195,13.8,1367,0.31,0.32,0.63,2.24,5.1,1.9,7.0
504,Josh Manson\mansojo01,ANA,D,2015,2018,3,169,10,29,39,34,180,9,0,1,2,207,4.8,3198,0.06,0.17,0.23,1.22,1.4,10.5,11.9
505,Brandon Manning\mannibr01,PHI,D,2015,2018,3,132,6,17,23,-5,159,5,0,1,3,173,3.5,2307,0.05,0.13,0.17,1.31,0.3,4.9,5.1
506,Sean Malone\malonse01,BUF,C,2016,2017,1,1,0,0,0,0,0,0,0,0,0,1,0.0,12,0.00,0.00,0.00,1.00,0.0,0.0,0.0
507,Brad Malone\malonbr01,TOT,C,2015,2018,2,62,2,4,6,-11,77,2,0,0,0,39,5.1,587,0.03,0.06,0.10,0.63,-0.7,0.3,-0.4
508,Evgeni Malkin\malkiev01,PIT,C,2015,2018,3,136,67,81,148,15,152,41,26,0,16,403,16.6,2565,0.49,0.60,1.09,2.96,16.4,3.0,19.4
509,Denis Malgin\malgide01,FLA,C,2016,2018,2,52,6,4,10,-8,8,4,2,0,1,73,8.2,576,0.12,0.08,0.19,1.40,0.2,0.4,0.6
510,Nathan MacKinnon\mackina01,COL,C,2015,2018,3,168,41,78,119,-22,43,28,11,2,11,535,7.7,3254,0.24,0.46,0.71,3.18,8.4,3.2,11.6
511,Derek MacKenzie\mackede01,FLA,C,2015,2018,3,160,12,21,33,-1,94,10,0,2,4,191,6.3,2050,0.08,0.13,0.21,1.19,-0.7,2.3,1.5
512,Andrew MacDonald\macdoan01,PHI,D,2015,2018,3,109,4,23,27,6,38,4,0,0,0,100,4.0,2188,0.04,0.21,0.25,0.92,0.7,5.7,6.4
513,Kurtis MacDermid\macdeku01,LAK,D,2017,2018,1,11,1,0,1,0,26,1,0,0,0,7,14.3,108,0.09,0.00,0.09,0.64,0.1,0.2,0.3
514,Clarke MacArthur\macarcl01,OTT,LW,2015,2017,2,8,0,0,0,-2,0,0,0,0,0,9,0.0,97,0.00,0.00,0.00,1.13,-0.3,0.0,-0.3
515,Olli Maatta\maattol01,PIT,D,2015,2018,3,139,9,26,35,39,40,9,0,0,2,192,4.7,2657,0.06,0.19,0.25,1.38,1.4,8.1,9.6
516,Roman Lyubimov\lyubiro01,PHI,LW,2016,2017,1,47,4,2,6,-2,8,4,0,0,1,41,9.8,450,0.09,0.04,0.13,0.87,-0.2,0.5,0.3
517,Joffrey Lupul\lupuljo01,TOR,LW,2015,2016,1,46,11,3,14,-10,12,9,2,0,2,102,10.8,673,0.24,0.07,0.30,2.22,0.9,0.4,1.3
518,Milan Lucic\lucicmi01,TOT,LW,2015,2018,3,178,46,68,114,23,143,32,14,0,9,328,14.0,3045,0.26,0.38,0.64,1.84,9.3,4.3,13.7
519,Adam Lowry\lowryad01,WPG,C,2015,2018,3,161,22,24,46,-8,105,17,5,0,3,204,10.8,2432,0.14,0.15,0.29,1.27,0.8,2.0,2.8
520,Ben Lovejoy\lovejbe01,TOT,D,2015,2018,3,155,6,14,20,5,73,6,0,0,1,181,3.3,3065,0.04,0.09,0.13,1.17,-1.0,7.3,6.3
521,Matthew Lorito\loritma01,DET,LW,2016,2017,1,2,0,1,1,0,0,0,0,0,0,6,0.0,29,0.00,0.50,0.50,3.00,0.0,0.0,0.1
522,Viktor Loov\loovvi01,TOR,D,2015,2016,1,4,0,2,2,4,0,0,0,0,0,1,0.0,42,0.00,0.50,0.50,0.25,0.2,0.4,0.6
523,Bryan Little\littlbr01,WPG,C,2015,2018,3,130,39,56,95,-21,36,29,8,2,5,261,14.9,2394,0.30,0.43,0.73,2.01,8.3,1.5,9.7
524,J.C. Lipon\liponj.01,WPG,RW,2015,2016,1,9,0,1,1,0,5,0,0,0,0,4,0.0,63,0.00,0.11,0.11,0.44,-0.1,0.1,0.0
525,Hampus Lindholm\lindhha01,ANA,D,2015,2018,3,155,19,34,53,23,78,11,7,1,3,260,7.3,3458,0.12,0.22,0.34,1.68,3.7,10.4,14.1
526,Elias Lindholm\lindhel01,CAR,C,2015,2018,3,167,25,66,91,-22,40,19,5,1,3,356,7.0,3051,0.15,0.40,0.54,2.13,4.3,3.1,7.4
527,Anton Lindholm\lindhan01,COL,D,2016,2018,2,21,0,0,0,-9,6,0,0,0,0,13,0.0,316,0.00,0.00,0.00,0.62,-0.4,-0.1,-0.5
528,Esa Lindell\lindees01,DAL,D,2015,2018,3,92,9,14,23,8,24,7,2,0,2,136,6.6,1976,0.10,0.15,0.25,1.48,1.0,4.6,5.6
529,Petteri Lindbohm\lindbpe02,STL,D,2015,2017,2,17,0,0,0,-8,11,0,0,0,0,19,0.0,229,0.00,0.00,0.00,1.12,-0.3,-0.1,-0.4
530,Tobias Lindberg\lindbto01,TOR,RW,2015,2016,1,6,0,2,2,0,4,0,0,0,0,12,0.0,95,0.00,0.33,0.33,2.00,0.0,0.1,0.1
531,Oscar Lindberg\lindbos02,TOT,C,2015,2018,3,148,26,27,53,17,75,25,1,0,3,221,11.8,1738,0.18,0.18,0.36,1.49,3.9,2.3,6.2
532,John-Michael Liles\lilesjo01,TOT,D,2015,2017,2,117,6,20,26,-9,22,4,1,1,1,147,4.1,2228,0.05,0.17,0.22,1.26,0.8,4.8,5.6
533,Mike Liambas\liambmi01,NSH,LW,2016,2017,1,1,0,0,0,-1,0,0,0,0,0,0,,5,0.00,0.00,0.00,0.00,0.0,0.0,-0.1
534,Trevor Lewis\lewistr01,LAK,C,2015,2018,3,173,24,23,47,-14,56,21,1,2,5,346,6.9,2510,0.14,0.13,0.27,2.00,0.8,2.6,3.4
535,Mark Letestu\letesma01,EDM,C,2015,2018,3,175,28,35,63,-30,31,8,16,4,7,253,11.1,2614,0.16,0.20,0.36,1.45,2.8,1.9,4.7
536,Kris Letang\letankr01,PIT,D,2015,2018,3,129,22,90,112,-4,106,14,8,0,4,394,5.6,3405,0.17,0.70,0.87,3.05,10.6,6.1,16.7
537,Lucas Lessio\lessilu01,MTL,LW,2015,2016,1,12,1,1,2,1,2,1,0,0,1,14,7.1,126,0.08,0.08,0.17,1.17,0.0,0.2,0.2
538,Brett Lernout\lernobr01,MTL,D,2015,2017,2,3,0,0,0,-1,0,0,0,0,0,3,0.0,44,0.00,0.00,0.00,1.00,-0.1,0.0,0.0
539,Bryan Lerg\lergbr01,SJS,C,2015,2016,1,6,0,0,0,1,0,0,0,0,0,4,0.0,53,0.00,0.00,0.00,0.67,-0.1,0.1,0.0
540,Brendan Lemieux\lemiebr01,WPG,LW,2017,2018,1,7,1,0,1,2,19,1,0,0,0,4,25.0,54,0.14,0.00,0.14,0.57,0.1,0.1,0.2
541,Josh Leivo\leivojo01,TOR,LW,2015,2018,3,28,7,9,16,5,10,5,2,0,1,52,13.5,350,0.25,0.32,0.57,1.86,1.6,0.6,2.1
542,Brendan Leipsic\leipsbr01,TOT,LW,2015,2018,2,15,1,6,7,3,4,1,0,0,1,23,4.3,201,0.07,0.40,0.47,1.53,0.3,0.3,0.6
543,Taylor Leier\leierta01,PHI,LW,2015,2018,3,30,1,3,4,-1,4,1,0,0,0,32,3.1,300,0.03,0.10,0.13,1.07,-0.3,0.3,0.0
544,Jori Lehtera\lehtejo01,TOT,C,2015,2018,3,153,16,41,57,2,72,15,1,0,4,157,10.2,2355,0.10,0.27,0.37,1.03,1.6,2.9,4.5
545,Artturi Lehkonen\lehkoar01,MTL,LW,2016,2018,2,90,20,13,33,-5,10,17,2,1,3,202,9.9,1292,0.22,0.14,0.37,2.24,2.2,1.3,3.5
546,David Legwand\legwada01,BUF,C,2015,2016,1,79,5,9,14,-4,14,4,0,1,0,61,8.2,767,0.06,0.11,0.18,0.77,0.0,0.9,0.9
547,Anders Lee\leean01,NYI,LW,2015,2018,3,176,57,46,103,11,115,38,19,0,10,412,13.8,2682,0.32,0.26,0.59,2.34,10.2,3.1,13.3
548,Nick Leddy\leddyni01,NYI,D,2015,2018,3,177,19,77,96,-11,43,11,8,0,2,295,6.4,4000,0.11,0.44,0.54,1.67,7.8,6.5,14.3
549,Vincent Lecavalier\lecavvi01,TOT,C,2015,2016,1,49,10,8,18,0,22,4,6,0,0,67,14.9,649,0.20,0.16,0.37,1.37,1.3,0.7,2.1
550,Curtis Lazar\lazarcu01,TOT,RW,2015,2018,3,125,7,18,25,-12,24,5,1,1,0,115,6.1,1518,0.06,0.14,0.20,0.92,-0.6,1.0,0.4
551,Scott Laughton\laughsc01,PHI,C,2015,2018,3,89,9,16,25,0,43,8,0,1,0,113,8.0,972,0.10,0.18,0.28,1.27,1.0,1.1,2.1
552,Michael Latta\lattami01,WSH,C,2015,2016,1,43,3,4,7,0,50,3,0,0,0,29,10.3,348,0.07,0.09,0.16,0.67,0.2,0.4,0.5
553,Brian Lashoff\lashobr01,DET,D,2016,2017,1,5,0,0,0,-3,0,0,0,0,0,1,0.0,63,0.00,0.00,0.00,0.20,-0.1,-0.1,-0.2
554,Johan Larsson\larssjo02,BUF,LW/C,2015,2018,3,125,17,14,31,-17,47,15,2,0,7,160,10.6,1907,0.14,0.11,0.25,1.28,0.1,1.9,1.9
555,Jacob Larsson\larssja01,ANA,D,2016,2017,1,4,0,0,0,-1,2,0,0,0,0,2,0.0,66,0.00,0.00,0.00,0.50,-0.1,0.1,0.0
556,Adam Larsson\larssad01,TOT,D,2015,2018,3,176,9,31,40,33,142,9,0,0,1,183,4.9,3764,0.05,0.18,0.23,1.04,0.8,12.2,12.9
557,Philip Larsen\larseph01,VAN,D,2016,2017,1,26,1,5,6,-8,4,1,0,0,0,32,3.1,428,0.04,0.19,0.23,1.23,0.3,0.5,0.7
558,Dylan Larkin\larkidy01,DET,C,2015,2018,3,177,42,50,92,-18,89,31,10,1,7,443,9.5,2938,0.24,0.28,0.52,2.50,6.7,2.9,9.6
559,Nick Lappin\lappini01,NJD,RW,2016,2017,1,43,4,3,7,-17,17,4,0,0,0,57,7.0,504,0.09,0.07,0.16,1.33,-0.2,0.0,-0.2
560,Gabriel Landeskog\landega01,COL,LW,2015,2018,3,161,43,53,96,-27,135,31,10,2,5,377,11.4,3051,0.27,0.33,0.60,2.34,6.7,2.6,9.3
561,Anton Lander\landean01,EDM,C,2015,2017,2,83,2,5,7,-7,24,2,0,0,0,66,3.0,952,0.02,0.06,0.08,0.80,-1.7,0.9,-0.8
562,Patrik Laine\lainepa01,WPG,RW,2016,2018,2,87,43,30,73,6,32,30,13,0,6,247,17.4,1547,0.49,0.34,0.84,2.84,8.4,1.7,10.0
563,Brooks Laich\laichbr01,TOT,C,2015,2018,2,91,2,13,15,-17,24,2,0,0,1,111,1.8,1042,0.02,0.14,0.16,1.22,-1.0,0.4,-0.6
564,Paul Ladue\laduepa01,LAK,D,2016,2017,1,22,0,8,8,-5,4,0,0,0,0,27,0.0,339,0.00,0.36,0.36,1.23,0.5,0.6,1.0
565,Andrew Ladd\laddan01,TOT,LW,2015,2018,3,171,51,32,83,-22,96,35,13,3,7,351,14.5,2984,0.30,0.19,0.49,2.05,6.7,2.0,8.7
566,Joseph Labate\labatjo01,VAN,C,2016,2017,1,13,0,0,0,-2,21,0,0,0,0,5,0.0,88,0.00,0.00,0.00,0.38,-0.2,0.0,-0.2
567,Kevin Labanc\labanke01,SJS,RW,2016,2018,2,68,11,16,27,6,32,9,2,0,2,90,12.2,946,0.16,0.24,0.40,1.32,1.4,1.5,2.9
568,Oliver Kylington\kylinol01,CGY,D,2015,2016,1,1,0,0,0,0,0,0,0,0,0,1,0.0,17,0.00,0.00,0.00,1.00,0.0,0.0,0.0
569,Evgeny Kuznetsov\kuzneev01,WSH,C,2015,2018,3,180,42,112,154,43,90,34,8,0,9,400,10.5,3123,0.23,0.62,0.86,2.22,12.7,5.0,17.7
570,Sean Kuraly\kuralse01,BOS,C,2016,2018,2,22,2,3,5,-4,16,2,0,0,1,37,5.4,236,0.09,0.14,0.23,1.68,0.0,0.2,0.2
571,Janne Kuokkanen\kuokkja01,CAR,C,2017,2018,1,4,0,0,0,-3,0,0,0,0,0,6,0.0,44,0.00,0.00,0.00,1.50,-0.1,-0.1,-0.2
572,Chris Kunitz\kunitch01,TOT,LW,2015,2018,3,168,28,45,73,30,87,26,2,0,4,298,9.4,2638,0.17,0.27,0.43,1.77,3.8,3.5,7.3
573,Luke Kunin\kuninlu01,MIN,C,2017,2018,1,12,2,2,4,0,11,1,0,1,0,21,9.5,162,0.17,0.17,0.33,1.75,0.2,0.2,0.3
574,Dmitry Kulikov\kulikdm01,TOT,D,2015,2018,3,133,4,22,26,-14,85,3,1,0,1,144,2.8,2776,0.03,0.17,0.20,1.08,-0.1,4.4,4.3
575,Nikolai Kulemin\kulemni01,NYI,LW,2015,2018,3,166,22,26,48,16,40,20,1,1,7,173,12.7,2289,0.13,0.16,0.29,1.04,1.5,3.0,4.4
576,Brett Kulak\kulakbr01,CGY,D,2015,2018,3,37,0,6,6,-3,16,0,0,0,0,31,0.0,494,0.00,0.16,0.16,0.84,0.0,0.8,0.8
577,Dean Kukan\kukande01,CBJ,D,2015,2016,1,8,0,0,0,9,0,0,0,0,0,3,0.0,139,0.00,0.00,0.00,0.38,-0.2,1.0,0.9
578,Tom Kuhnhackl\kuhnhto01,PIT,RW,2015,2018,3,116,9,25,34,8,46,6,0,3,1,117,7.7,1309,0.08,0.22,0.29,1.01,1.1,1.6,2.7
579,Nikita Kucherov\kucheni01,TBL,RW,2015,2018,3,168,86,94,180,31,84,57,29,0,15,522,16.5,3188,0.51,0.56,1.07,3.11,20.2,4.8,25.1
580,Marcus Kruger\krugema01,TOT,C,2015,2018,3,124,5,17,22,1,64,5,0,0,0,144,3.5,1679,0.04,0.14,0.18,1.16,-1.7,1.7,0.0
581,Torey Krug\krugto01,BOS,D,2015,2018,3,175,15,89,104,-9,78,7,8,0,3,471,3.2,3774,0.09,0.51,0.59,2.69,8.6,7.4,16.0
582,Niklas Kronwall\kronwni01,DET,D,2015,2018,3,135,5,36,41,-28,70,5,0,0,2,141,3.5,2786,0.04,0.27,0.30,1.04,1.7,4.3,6.0
583,David Krejci\krejcda01,BOS,C,2015,2018,3,160,41,82,123,-13,60,28,13,0,7,308,13.3,3063,0.26,0.51,0.77,1.93,9.9,3.1,13.0
584,Chris Kreider\kreidch01,NYR,LW,2015,2018,3,171,54,50,104,11,137,40,14,0,7,398,13.6,2811,0.32,0.29,0.61,2.33,9.7,3.1,12.8
585,Mike Kostka\kostkmi01,OTT,D,2015,2016,1,15,0,1,1,6,4,0,0,0,0,9,0.0,223,0.00,0.07,0.07,0.60,-0.2,0.8,0.7
586,Kalle Kossila\kossika01,ANA,LW,2016,2018,2,6,1,1,2,-1,0,1,0,0,0,5,20.0,58,0.17,0.17,0.33,0.83,0.1,0.0,0.2
587,Scott Kosmachuk\kosmasc01,WPG,RW,2015,2016,1,8,0,3,3,1,2,0,0,0,0,9,0.0,92,0.00,0.38,0.38,1.13,0.1,0.1,0.2
588,Lauri Korpikoski\korpila01,TOT,LW,2015,2017,2,140,18,24,42,-12,20,15,2,1,2,196,9.2,1845,0.13,0.17,0.30,1.40,1.5,1.6,3.1
589,Anze Kopitar\kopitan01,LAK,C,2015,2018,3,173,45,101,146,29,44,34,10,1,10,370,12.2,3626,0.26,0.58,0.84,2.14,10.9,5.8,16.7
590,Travis Konecny\konectr01,PHI,C,2016,2018,2,86,13,22,35,-1,59,10,3,0,0,159,8.2,1217,0.15,0.26,0.41,1.85,1.8,1.4,3.2
591,Leo Komarov\komarle01,TOR,C,2015,2018,3,166,35,38,73,-7,79,24,9,2,3,268,13.1,2858,0.21,0.23,0.44,1.61,4.0,2.7,6.6
592,Mikko Koivu\koivumi01,MIN,C,2015,2018,3,177,39,83,122,31,90,26,12,1,7,318,12.3,3456,0.22,0.47,0.69,1.80,8.3,4.9,13.2
593,Slater Koekkoek\koekksl01,TBL,D,2015,2018,3,46,3,6,9,-3,18,3,0,0,1,46,6.5,532,0.07,0.13,0.20,1.00,0.6,0.9,1.5
594,Corban Knight\knighco01,FLA,C,2015,2016,1,20,2,5,7,3,4,2,0,0,0,11,18.2,193,0.10,0.25,0.35,0.55,0.5,0.3,0.8
595,Justin Kloos\kloosju01,MIN,C,2017,2018,1,1,0,0,0,0,2,0,0,0,0,0,,9,0.00,0.00,0.00,0.00,0.0,0.0,0.0
596,Rob Klinkhammer\klinkro01,EDM,LW,2015,2016,1,14,1,0,1,-6,6,1,0,0,0,10,10.0,132,0.07,0.00,0.07,0.71,-0.1,-0.1,-0.2
597,John Klingberg\klingjo01,DAL,D,2015,2018,3,171,26,96,122,22,66,19,7,0,7,331,7.9,3956,0.15,0.56,0.71,1.94,11.5,9.1,20.7
598,Kevin Klein\kleinke01,NYR,D,2015,2017,2,129,12,28,40,21,50,12,0,0,4,123,9.8,2465,0.09,0.22,0.31,0.95,2.8,5.9,8.7
599,Oscar Klefbom\klefbos01,EDM,D,2015,2018,3,127,17,36,53,-3,16,14,3,0,4,299,5.7,2850,0.13,0.28,0.42,2.35,4.3,5.9,10.1
600,Dwight King\kingdw01,TOT,LW,2015,2017,2,127,16,13,29,-8,36,16,0,0,3,158,10.1,1831,0.13,0.10,0.23,1.24,-0.1,2.0,1.9
601,Jakub Kindl\kindlja01,TOT,D,2015,2017,2,83,2,10,12,2,46,2,0,0,1,104,1.9,1250,0.02,0.12,0.14,1.25,0.0,3.1,3.1
602,Alex Killorn\killoal01,TBL,C/LW,2015,2018,3,179,35,54,89,5,120,27,7,1,7,361,9.7,3094,0.20,0.30,0.50,2.02,5.1,3.7,8.8
603,Alexander Khokhlachev\khokhal01,BOS,C,2015,2016,1,5,0,0,0,-2,0,0,0,0,0,4,0.0,51,0.00,0.00,0.00,0.80,-0.1,0.0,-0.2
604,Jujhar Khaira\khairju01,EDM,LW,2015,2018,3,31,1,2,3,-3,15,1,0,0,1,29,3.4,296,0.03,0.06,0.10,0.94,-0.4,0.2,-0.1
605,Phil Kessel\kesseph01,PIT,RW,2015,2018,3,181,54,94,148,12,58,40,14,0,11,574,9.4,3281,0.30,0.52,0.82,3.17,13.0,3.5,16.5
606,Ryan Kesler\keslery01,ANA,C,2015,2017,2,161,43,68,111,13,161,29,13,1,6,350,12.3,3290,0.27,0.42,0.69,2.17,8.1,4.7,12.8
607,Tanner Kero\kerota01,CHI,RW,2015,2018,3,70,7,13,20,13,10,7,0,0,0,91,7.7,911,0.10,0.19,0.29,1.30,0.4,1.4,1.9
608,Alexander Kerfoot\kerfoal01,COL,C,2017,2018,1,14,5,4,9,3,8,4,1,0,0,16,31.3,181,0.36,0.29,0.64,1.14,0.9,0.3,1.1
609,Nicolas Kerdiles\kerdini01,ANA,LW,2016,2018,2,3,0,0,0,1,0,0,0,0,0,0,,19,0.00,0.00,0.00,0.00,-0.1,0.1,0.0
610,Michael Keränen\keranmi01,MIN,C,2015,2016,1,1,0,0,0,-1,0,0,0,0,0,0,,6,0.00,0.00,0.00,0.00,0.0,0.0,-0.1
611,Tyler Kennedy\kennety01,NJD,C,2015,2016,1,50,3,13,16,-14,14,2,1,0,0,72,4.2,671,0.06,0.26,0.32,1.44,0.3,0.4,0.7
612,Ronalds Kenins\keninro01,VAN,LW,2015,2016,1,8,0,0,0,-1,6,0,0,0,0,6,0.0,91,0.00,0.00,0.00,0.75,-0.3,0.1,-0.2
613,Joonas Kemppainen\kemppjo01,BOS,C,2015,2016,1,44,2,3,5,-6,4,1,0,1,0,35,5.7,552,0.05,0.07,0.11,0.80,-0.8,0.3,-0.4
614,Michal Kempny\kempnmi01,CHI,D,2016,2018,2,62,2,9,11,9,26,2,0,0,0,85,2.4,940,0.03,0.15,0.18,1.37,0.2,2.5,2.8
615,Mario Kempe\kempema01,ARI,RW,2017,2018,1,15,2,2,4,1,4,2,0,0,0,18,11.1,177,0.13,0.13,0.27,1.20,0.1,0.3,0.4
616,Adrian Kempe\kempead01,LAK,LW,2016,2018,2,40,9,8,17,8,18,9,0,0,3,53,17.0,492,0.23,0.20,0.43,1.33,1.3,0.9,2.3
617,Chris Kelly\kellych01,TOT,C,2015,2017,2,93,7,7,14,-14,23,5,0,2,2,93,7.5,1123,0.08,0.08,0.15,1.00,-0.8,0.7,-0.1
618,Clayton Keller\kellecl01,ARI,LW,2016,2018,2,21,11,8,19,-10,6,9,2,0,0,59,18.6,393,0.52,0.38,0.90,2.81,1.9,0.1,2.0
619,Duncan Keith\keithdu01,CHI,D,2015,2018,3,163,15,89,104,31,50,9,6,0,6,355,4.2,4145,0.09,0.55,0.64,2.18,8.0,10.9,18.9
620,Bracken Kearns\kearnbr01,NYI,C,2015,2017,2,4,0,1,1,0,6,0,0,0,0,3,0.0,54,0.00,0.25,0.25,0.75,0.0,0.1,0.0
621,Zack Kassian\kassiza01,EDM,RW,2015,2018,3,130,10,24,34,-4,234,10,0,0,0,175,5.7,1605,0.08,0.18,0.26,1.35,0.4,1.7,2.1
622,Ondrej Kase\kaseon01,ANA,RW,2016,2018,2,65,10,13,23,2,20,10,0,0,2,102,9.8,768,0.15,0.20,0.35,1.57,1.4,1.0,2.4
623,William Karlsson\karlswi01,TOT,C,2015,2018,3,177,19,36,55,1,16,16,2,1,5,231,8.2,2528,0.11,0.20,0.31,1.31,1.1,2.7,3.8
624,Melker Karlsson\karlsme01,SJS,C,2015,2018,3,146,23,22,45,11,44,21,0,2,3,186,12.4,1920,0.16,0.15,0.31,1.27,2.1,2.9,5.0
625,Erik Karlsson\karlser01,OTT,D,2015,2018,3,168,34,132,166,7,84,29,5,0,8,490,6.9,4672,0.20,0.79,0.99,2.92,16.7,9.2,25.9
626,Michael Kapla\kaplami01,NJD,D,2016,2017,1,5,0,0,0,-1,0,0,0,0,0,4,0.0,87,0.00,0.00,0.00,0.80,-0.1,0.1,0.0
