Rk,Player,Tm,Pos,From,To,Active,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,S,S%,TOI,G,A,PTS,S,OPS,DPS,PS
1096,Sven Baertschi\baertsv01,VAN,LW,2015,2018,3,153,38,37,75,-15,32,32,6,0,6,250,15.2,2280,0.25,0.24,0.49,1.63,6.1,2.3,8.4
1097,Nicklas Backstrom\backsni02,WSH,C,2015,2018,3,172,46,122,168,33,78,34,12,0,9,318,14.5,3237,0.27,0.71,0.98,1.85,14.5,4.7,19.1
1098,Mikael Backlund\backlmi01,CGY,C,2015,2018,3,179,47,63,110,20,74,34,10,3,11,385,12.2,3083,0.26,0.35,0.61,2.15,8.3,4.3,12.6
1099,David Backes\backeda01,TOT,C/RW,2015,2018,3,158,38,46,84,3,152,28,10,0,5,357,10.6,2874,0.24,0.29,0.53,2.26,5.8,3.8,9.5
1100,Yohann Auvitu\auvityo01,TOT,D,2016,2018,2,30,2,2,4,0,4,2,0,0,0,67,3.0,461,0.07,0.07,0.13,2.23,0.1,1.2,1.3
1101,Brady Austin\austibr01,BUF,D,2016,2017,1,5,0,0,0,0,4,0,0,0,0,8,0.0,80,0.00,0.00,0.00,1.60,-0.1,0.2,0.1
1102,Justin Auger\augerju01,LAK,RW,2017,2018,1,2,0,0,0,-1,0,0,0,0,0,1,0.0,16,0.00,0.00,0.00,0.50,0.0,0.0,-0.1
1103,Cam Atkinson\atkinca01,CBJ,RW,2015,2018,3,175,66,54,120,4,48,47,14,5,12,504,13.1,3155,0.38,0.31,0.69,2.88,12.1,3.4,15.5
1104,Andreas Athanasiou\athanan01,DET,C/LW,2015,2018,3,108,28,17,45,-8,37,26,1,1,4,194,14.4,1297,0.26,0.16,0.42,1.80,4.5,1.3,5.8
1105,Viktor Arvidsson\arvidvi01,NSH,LW,2015,2018,3,151,45,41,86,15,71,34,6,5,11,439,10.3,2340,0.30,0.27,0.57,2.91,8.1,3.2,11.3
1106,Joel Armia\armiajo01,WPG,RW,2015,2018,3,111,16,16,32,-7,32,11,0,5,2,175,9.1,1493,0.14,0.14,0.29,1.58,1.1,1.1,2.3
1107,Mark Arcobello\arcobma01,TOR,C,2015,2016,1,20,3,1,4,0,0,3,0,0,0,43,7.0,254,0.15,0.05,0.20,2.15,0.1,0.3,0.4
1108,Josh Archibald\archijo01,PIT,RW,2015,2018,3,12,3,0,3,3,4,2,0,1,0,12,25.0,125,0.25,0.00,0.25,1.00,0.3,0.2,0.5
1109,Victor Antipin\antipvi01,BUF,D,2017,2018,1,11,0,1,1,-4,8,0,0,0,0,10,0.0,161,0.00,0.09,0.09,0.91,-0.1,0.1,0.0
1110,Artem Anisimov\anisiar01,CHI,C,2015,2018,3,157,47,47,94,18,48,31,12,4,10,255,18.4,2797,0.30,0.30,0.60,1.62,7.7,3.7,11.4
1111,Mike Angelidis\angelmi01,TBL,LW,2015,2016,1,4,1,0,1,2,5,1,0,0,1,1,100.0,36,0.25,0.00,0.25,0.25,0.1,0.1,0.3
1112,Sven Andrighetto\andrisv01,TOT,RW,2015,2018,3,104,18,33,51,-5,20,14,4,0,1,173,10.4,1489,0.17,0.32,0.49,1.66,3.3,1.5,4.9
1113,Andy Andreoff\andrean01,LAK,LW,2015,2018,3,110,8,4,12,-5,170,8,0,0,1,99,8.1,1031,0.07,0.04,0.11,0.90,-0.6,1.1,0.4
1114,Rasmus Andersson\anderra01,CGY,D,2016,2018,2,2,0,0,0,1,0,0,0,0,0,0,,32,0.00,0.00,0.00,0.00,0.0,0.1,0.1
1115,Joakim Andersson\anderjo03,DET,C,2015,2016,1,29,1,2,3,1,6,1,0,0,0,17,5.9,262,0.03,0.07,0.10,0.59,-0.3,0.3,0.1
1116,Josh Anderson\anderjo05,CBJ,RW,2015,2018,3,104,24,18,42,17,102,24,0,0,4,170,14.1,1301,0.23,0.17,0.40,1.63,3.7,2.0,5.6
1117,Michael Amadio\amadimi01,LAK,C,2017,2018,1,7,1,0,1,-2,2,1,0,0,0,4,25.0,45,0.14,0.00,0.14,0.57,0.1,0.0,0.0
1118,Karl Alzner\alzneka01,TOT,D,2015,2018,3,181,7,31,38,35,60,7,0,0,1,170,4.1,3723,0.04,0.17,0.21,0.94,0.3,10.3,10.6
1119,Mark Alt\altma01,PHI,D,2017,2018,1,4,0,0,0,0,2,0,0,0,0,4,0.0,53,0.00,0.00,0.00,1.00,-0.1,0.1,0.0
1120,Sebastian Aho\ahose01,CAR,RW,2016,2018,2,95,24,32,56,0,28,17,6,1,4,252,9.5,1619,0.25,0.34,0.59,2.65,4.2,2.1,6.3
1121,Andrew Agozzino\agozzan01,COL,LW,2015,2016,1,9,0,2,2,-1,0,0,0,0,0,3,0.0,77,0.00,0.22,0.22,0.33,0.0,0.0,0.1
1122,Kenny Agostino\agostke01,TOT,LW,2015,2018,3,14,1,3,4,-3,6,1,0,0,0,31,3.2,177,0.07,0.21,0.29,2.21,0.0,0.1,0.1
1123,Noel Acciari\acciano01,BOS,C,2015,2018,3,49,2,4,6,-1,24,2,0,0,0,44,4.5,493,0.04,0.08,0.12,0.90,-0.5,0.5,0.1
1124,Pontus Aberg\abergpo01,NSH,LW,2016,2018,2,24,1,3,4,0,10,1,0,0,0,20,5.0,287,0.04,0.13,0.17,0.83,-0.3,0.3,0.1
1125,Justin Abdelkader\abdelju01,DET,LW,2015,2018,3,163,28,44,72,-37,192,16,12,0,5,291,9.6,2864,0.17,0.27,0.44,1.79,3.1,2.0,5.1
1126,Spencer Abbott\abbotsp01,CHI,LW,2016,2017,1,1,0,0,0,0,0,0,0,0,0,1,0.0,9,0.00,0.00,0.00,1.00,0.0,0.0,0.0
